StartDate,EndDate,Consent_Q1,Consent_Q2,Donation1_SELF,Donation1_HELP,Donation1_JUSTICE,Donation1_EDUCATION,Donation1_ANIMALS,Donation1_NATURE,Donation1_ART,Donation1_SCIENCE,Donation2_SELF,Donation2_HELP,Donation2_JUSTICE,Donation2_EDUCATION,Donation2_ANIMALS,Donation2_NATURE,Donation2_ART,Donation2_SCIENCE,Taste_Possibility,GoodTaste_Def,BadTaste_Def,NoTaste_Justification,GoodTaste_Example,BadTaste_Example,Domains_Distinction1_Beer,Domains_Distinction1_Car,Domains_Distinction1_Clothing,Domains_Distinction1_ComicBooks,Domains_Distinction1_Food,Domains_Distinction1_GraphicDesign,Domains_Distinction1_InteriorDesign,Domains_Distinction1_Jewelry,Domains_Distinction1_Literature,Domains_Distinction1_Marijuana,Domains_Distinction1_Movies,Domains_Distinction1_Music,Domains_Distinction1_Paintings,Domains_Distinction1_Sculpture,Domains_Distinction1_Sports,Domains_Distinction1_TVshows,Domains_Distinction1_Videogames,Domains_Distinction1_Wine,Domains_Distinction1_Wrestling,Domains_Distinction2_Beer,Domains_Distinction2_Car,Domains_Distinction2_Clothing,Domains_Distinction2_Comicbooks,Domains_Distinction2_Food,Domains_Distinction2_GraphicDesign,Domains_Distinction2_InteriorDesign,Domains_Distinction2_Jewelry,Domains_Distinction2_Literature,Domains_Distinction2_Marijuana,Domains_Distinction2_Movies,Domains_Distinction2_Music,Domains_Distinction2_Paintings,Domains_Distinction2_Sculpture,Domains_Distinction2_Sports,Domains_Distinction2_TVshows,Domains_Distinction2_Videogames,Domains_Distinction2_Wine,Domains_Distinction2_Wrestling,Importance_Beer,Importance_Car,Importance_Clothing,Importance_Comicbooks,Importance_Food,Importance_GraphicDesign,Importance_InteriorDesign,Importance_Jewelry,Importance_Literature,Importance_Marijuana,Importance_Movies,Importance_Music,Importance_Paintings,Importance_Sculpture,Importance_Sports,Importance_TVshows,Importance_Videogames,Importance_Wine,Importance_Wrestling,CHECK1,Improvement,Improve_Possible,Improve_Impossible,Preferences_Beethoven,Preferences_MileyCirus,Preferences_CitizenKane,Preferences_Marvel,Preferences_Cognac,Preferences_JackDaniel,Preferences_Busts,Preferences_Eiffel,CHECK2,Knowledge_Beer,Knowledge_Car,Knowledge_Clothing,Knowledge_Comicbooks,Knowledge_Food,Knowledge_GraphicDesign,Knowledge_InteriorDesign,Knowledge_Jewelry,Knowledge_Literature,Knowledge_Marijuana,Knowledge_Movies,Knowledge_Music,Knowledge_Paintings,Knowledge_Sculpture,Knowledge_Sports,Knowledge_TVshows,Knowledge_Videogames,Knowledge_Wine,Knowledge_Wrestling,IRL_Q1,IRL_Q2_HELP,IRL_Q2_JUSTICE,IRL_Q2_SCIENCE,IRL_Q2_ART,IRL_Q2_NATURE,IRL_Q2_EDUCATION,IRL_Q2_ANIMALS,BM_General_1,BM_General_2,BM_General_3,BM_General_4,BM_General_5,BM_General_6,BM_General_7,BM_General_8,BM_General_9,BM_General_10,CHECK3,CHECK4,DPES_1,DPES_2,DPES_3,DPES_4,DPES_5,DPES_6,DPES_7,DPES_8,DPES_9,DPES_10,DPES_11,DPES_12,DPES_13,DPES_14,DPES_15,DPES_16,DPES_17,DPES_18,DPES_19,DPES_20,DPES_21,DPES_22,DPES_23,DPES_24,DPES_25,DPES_26,DPES_27,DPES_28,DPES_29,DPES_30,DPES_31,DPES_32,DPES_33,DPES_34,DPES_35,DPES_36,DPES_37,DPES_38,Gratitude_1,Gratitude_2,Gratitude_3,Gratitude_4,Gratitude_5,Gratitude_6,Age,Gender,Gender_3_TEXT,NativeLanguage,Country1,Country2,Student,Profession,EducationLevel,EducationLevel_Coded,EducationLevel_3_TEXT,EducationLevel_4_TEXT,EducationLevel_5_TEXT,EducationLevel_6_TEXT,ParentEducation,ParentEducation_Coded,ParentEducation_3_TEXT,ParentEducation_4_TEXT,ParentEducation_5_TEXT,ParentEducation_6_TEXT,Political,Art_1,Art_2,Art_3,Art_4,Art_5,Code
2021-02-01 16:46:13,2021-02-01 16:59:47,YES,YES,50,25,0,25,0,0,0,0,,,,,,,,,YES,Someone has a good taste when their perception of things matches with the common/average perception of the people. ,Usually bad taste is when perspectives differ from each other or are not commonly accepted by society,,I think this person has good taste because his perceptions matches with mine and it seems like people overall agree with them. ,This person would have bad taste as I see his things as weird or not common. ,2,-1,3,1,3,-1,2,1,2,1,2,3,0,2,0,1,1,2,-2,,,,,,,,,,,,,,,,,,,,5,2,6,3,6,3,5,2,5,3,4,6,4,2,6,5,2,5,2,0,YES,Maybe by educating themselves as to what is commonly view as “good taste”,,0,-1,0,0,0,-1,-1,-2,2,5,2,4,1,5,3,4,1,3,3,4,5,2,1,4,3,2,2,1,No,,,,,,,,3,3,2,4,3,2,1,4,4,4,1,5,5,5,5,5,4,6,5,6,5,4,5,7,6,5,6,5,4,5,4,5,4,5,5,6,7,6,6,5,5,4,4,5,5,5,5,4,5,5,7,6,2,7,6,6,25,A man,,Spanish,United States ,Ecuador,No,Project engineer ,College or university degree. In which field?,4,,Civil Engineering ,,,,,,,,,2,0,0,0,1,1,I have received my code.
2021-02-01 16:45:36,2021-02-01 17:01:37,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,I think to have good taste would mean someone who is well rounded. They like books and movies that portray many cultures and experiences. ,"I would say bad taste would be someone who enjoys jokes, books, movies, etc. that have a racist or sexist tone. Maybe they only engage with content generated by someone who is white and male. ",,A friend of mine has good taste because she engages with literature from around the world. She thinks critically about the content that she engages with and doesn't believe everything she hears. She enjoys knowledge and reads in order to learn and understand the world better. ,"A friend of a friend only listens to top 40 music, which isn't necessarily bad taste on its own, but they don't seem to attempt to listen to any music that isn't already insanely popular. They don't listen to any music that isn't pop or from any other cultures besides the US. I think if they listened to Brazilian pop, German pop, Nigerian pop, etc. in addition to American pop that would be more well rounded and better taste, but insisting on limiting your world view to one type of music is bad taste to me. ",1,-3,1,1,1,1,1,1,2,1,2,2,1,1,-3,2,0,0,-3,,,,,,,,,,,,,,,,,,,,1,0,3,0,3,0,2,0,3,0,3,3,3,0,0,1,0,1,0,0,YES,"By learning more about the world around them, being open to new experiences, and being willing to change their mind. ",,0,0,0,0,0,0,0,0,2,2,0,3,0,2,4,0,1,5,1,2,1,3,3,1,2,0,2,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,,4,3,1,2,2,2,4,3,4,4,1,5,5,3,5,4,5,5,4,5,4,5,4,4,4,5,7,4,3,5,6,6,5,5,5,4,5,5,5,4,6,5,5,5,2,6,3,6,7,7,7,6,1,7,6,3,28,A woman,,"English, German",United States,Canada,Yes,,"Graduate degree, Masters. In which field?",5,,,Human Computer Interaction,,"Graduate degree, Masters. In which field?",5,,,Economics,,1,1,1,0,2,1,I have received my code.
2021-02-01 16:46:08,2021-02-01 17:02:10,YES,YES,75,5,0,0,10,10,0,0,,,,,,,,,YES,"A person with good taste enjoys deeper or simply more well put-together peices of art. not only that, but more importantly they understand why they enjoy it, and dont just enjoy it simply for the sake of being told that its supposed to be good.","A person with bad taste lacks either the ability or the willingness to think critically about art, and takes everything at face value, or worse, mimics the opinions of others without understanding why other people hold those opinions.",,"My friend Thel has good taste if you ask him the reason he likes any piece of art, he can explain it too you in as few as one sentence or as long as an entire essay on the subject.","My old coworker bob has bad taste. He sometimes does enjoy good pieces of art, but often it is simply ecause a blogger somewhere said something good about the work, or he will dismiss great works simply because someone he follows doesn't like one part of it.",3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,1,,,,,,,,,,,,,,,,,,,,4,4,6,5,6,6,6,5,6,6,6,6,6,6,4,6,6,6,4,0,YES,"People can improve thier taste by being reflective on something they enjoyed. It is easy to think ""wow that was good"" but to think back and pick apart why you liked or did not like something is the path to refining your taste",,1,0,3,-1,2,1,2,-1,2,5,1,2,4,5,4,4,2,4,5,5,5,2,1,0,6,6,4,3,No,,,,,,,,3,4,2,2,2,2,4,4,4,4,1,5,6,6,7,5,5,3,5,5,6,2,3,6,7,6,3,5,5,7,5,5,3,6,6,6,7,7,6,6,7,7,7,7,5,5,5,6,5,6,5,6,3,7,7,3,27,A man,,English,USA,USA,No,YOutuber/Streamer,High school,2,,,,,,,,,,,3,1,1,0,1,1,I have received my code.
2021-02-01 16:35:06,2021-02-01 17:02:51,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,Taste that they like and stand by. Good taste is a taste that someone is confident in or taste that is good for them.,"When someone has a certain taste in something but is not secure in it. Or when it is something that is not good for you, for example, a bad taste in men.",,"I think taste depends on each person. Someone who has good taste in music is my sister who will listen to it, regardless of who thinks it is good or not.",One of my friends has poor taste in men and goes back to the same kind of guy that does not treat her right.,,,,,,,,,,,,,,,,,,,,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NO,,"Because they like what they like. If someone grows older and ends up liking other things, that is fine, but overall, people have their taste and it is not one can necessarily improve.",0,0,-1,-1,0,1,0,1,2,3,2,2,2,2,3,2,3,5,2,3,4,3,2,2,4,2,2,3,No,,,,,,,,4,3,3,3,3,3,3,4,3,4,1,5,3,4,5,4,4,5,5,4,4,3,4,4,3,4,3,4,5,4,4,4,4,4,3,4,3,3,5,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,20,A woman,,English,US,US,Yes,,Some college or university...       In which field?,3,English,,,,College or university degree. In which field?,4,,Education,,,5,1,1,1,1,1,I have received my code.
2021-02-01 16:56:09,2021-02-01 17:03:06,YES,YES,90,0,0,0,0,10,0,0,,,,,,,,,YES,Good taste is seen as what the majority of other people like. It is all subjective and opinionated.,Bad taste is seen as what the majority of other people dislike. It is all subjective and opinionated.,,My grandmother always dresses in fancy styles and fashions. I could say that she has good taste.,I can't think of anyone with poor taste.,2,0,3,0,3,-3,2,3,1,3,3,2,0,1,2,0,1,2,0,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,YES,They can conform to what others like.,,-2,-2,-2,-2,-2,-2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,1,1,5,1,1,1,2,2,2,3,1,5,1,1,1,2,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,3,1,1,2,1,3,2,2,4,6,1,2,7,3,21,A woman,,English,USA,USA,Yes,,Some college or university...       In which field?,3,Finance and Marketing,,,,College or university degree. In which field?,4,,Design,,,4,0,0,0,1,1,I have received my code.
2021-02-01 16:46:04,2021-02-01 17:04:14,YES,YES,,,,,,,,,90,5,5,0,0,0,0,0,YES,"A person who is selective in their choices and has a well-justified opinion often has good taste. However, the main determination is really 'does this person like things that I like?' which indicates there's really no objective idea of good taste.","If a person does not critically analyze their choices and follows along with trends they are likely to have bad taste. Often, they will like anything that they're told to like and don't have much of a personal sense of taste.",,"Yes. They always have a strong sense of aesthetic concepts and utilizes layering of different elements  in order to create a unique sense of taste. Their taste is different from everyone else's but has a lot in common with experienced artists and craftspeople. They do not tend to like popular things, but rather what appeals to them personally. Other people usually like their aesthetic choices.",Yes. They tend to go along with the crowd. They like everything that is low-quality and served to them without thinking. They cannot back up their opinions and things often clash or stand out in a way that doesn't seem aesthetically pleasing.,,,,,,,,,,,,,,,,,,,,2,0,1,3,3,3,3,3,3,1,3,3,3,3,0,3,3,2,0,0,2,6,4,6,5,6,4,6,3,5,6,6,6,0,6,6,3,0,0,YES,"They can learn about the artistic choices that people make when they work hard on their art and look to see if those are well thought out by the artist.. They can also analyze a diversity of content to understand why some things are considered in good taste. Finally, they can develop a rationale for their own choices.",,3,-2,2,-1,2,0,1,-1,2,1,1,1,2,3,2,4,1,5,3,5,4,3,2,0,3,4,2,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,,,,3,3,1,3,2,1,3,4,5,3,1,5,4,2,5,3,3,6,4,4,4,4,4,4,4,3,5,3,4,6,3,4,3,3,6,7,5,5,5,2,3,3,3,2,5,6,5,6,7,4,5,4,2,3,5,5,35,Other :,Nonbinary,English,United States,United States,No,Warehouse Laborer,Some college or university...       In which field?,3,IT/Computer Science,,,,,,,,,,1,1,1,0,1,1,I have received my code.
2021-02-01 16:23:48,2021-02-01 17:05:50,YES,YES,,,,,,,,,0,0,0,0,0,0,0,100,YES,"I tend to assume someone has good taste if they present themselves in a pleasant and coherent manner, if they speak with good vocabulary, if their jokes are clever, if they are pleasant to look at and to listen to.","I tend to assume people have bad taste when they present themselves in a loud and unpleasant manner, if they don't speak in complete sentences, if their possessions display incoherent color schemes, if they rely on toilet humor.",,"Michelle Obama. She's elegant, coherent, well versed, she has clever sense of humor.",Tekashi69. Unpleasant to the eyes and ears.,,,,,,,,,,,,,,,,,,,,0,1,3,1,0,1,3,1,1,0,1,3,1,1,0,1,0,1,1,0,0,4,0,2,3,3,3,5,0,5,6,0,0,0,3,0,0,0,0,NO,,"Taste, be it good or bad, is something that just happens, and it can't be taught or learned or acquired or forced upon an individual. What is seen as good taste by some, is also seen as bad taste by others, and people tend to defend their taste and preferences when they are criticized for their choices.",1,-3,1,0,0,0,0,0,2,0,0,4,0,4,0,1,1,2,0,4,3,1,1,1,4,3,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),,,,,3,2,3,3,1,3,1,3,3,3,1,5,1,1,3,4,4,4,4,5,4,4,5,5,5,4,4,2,1,1,1,4,4,1,4,1,4,7,4,4,7,4,5,4,1,4,1,1,7,1,6,5,1,1,4,1,47,A woman,,Portuguese,United States,Brazil,No,self-employed captionist,College or university degree. In which field?,4,,Economics,,,,,,,,,3,0,0,0,0,1,I have received my code.
2021-02-01 16:54:15,2021-02-01 17:06:29,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,"good humor, good technique, good quality","usually trashy, bad humor, poor technique, poor quality",,"Arianna Grande, Selena Gomez, Zendaya. They are all sophisticated, responsible, and respectable. Good role models.","Bella Thorne. Less put together, insensitive, trashy, irresponsible, bad role model.",3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-2,,,,,,,,,,,,,,,,,,,,3,3,5,1,5,3,3,5,5,3,5,5,5,3,4,5,3,4,0,0,YES,Increase exposure to other forms/medias. Educate and learn about them. Have discussions about them. ,,1,1,1,1,1,1,1,1,2,0,0,4,0,3,0,0,4,4,0,2,4,1,0,0,4,0,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),,,Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,3,3,2,2,2,2,2,4,3,4,1,5,5,5,6,5,6,6,5,7,5,5,6,5,6,6,5,5,6,6,5,6,6,6,6,7,6,5,6,5,1,5,5,4,6,5,4,3,6,5,6,6,1,6,6,6,20,A woman,,English,USA,USA,Yes,,College or university degree. In which field?,4,,Economics,,,"Graduate degree, Masters. In which field?",5,,,JD,,2,1,0,0,1,1,I have received my code.
2021-02-01 16:46:45,2021-02-01 17:06:34,YES,YES,50,20,0,20,10,0,0,0,,,,,,,,,NO,,, because this is democratic world and we have no right to judge anyone based on his/er choices.,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,1,6,2,6,0,5,4,4,0,3,3,5,3,3,3,1,4,0,0,YES," as people age, their preferences and choices changes and it leads to betterment most of the time.",,3,-3,1,1,2,2,0,0,2,3,3,6,4,6,4,6,6,6,0,5,5,5,4,5,5,4,5,2,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),"Ones that promote art and culture (e.g. by funding artists, exhibition, concerts, art festivals, restoring works of art)",,Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),3,4,1,4,3,3,2,5,5,4,1,5,5,5,5,4,3,5,5,4,5,6,4,5,6,4,7,4,5,6,6,5,4,5,7,6,7,5,7,5,2,5,5,1,4,4,4,3,6,7,5,5,2,6,5,4,42,A woman,,english,usa,india,No,director,"Graduate degree, Masters. In which field?",5,,,finances,,,,,,,,2,1,1,0,0,2,I have received my code.
2021-02-01 16:49:20,2021-02-01 17:07:12,YES,YES,50,0,0,50,0,0,0,0,,,,,,,,,YES,"As in a good selection of food, music or movies ","Someone who has bad taste in clothing choices, music, food, dating preferences. ",,I think music producer Dutchmassive has good taste because of the music he creates. It brings nostalgia to me. ,Any rapper today just about because they're not making meaningful music.,,,,,,,,,,,,,,,,,,,,3,-3,3,-2,3,2,3,3,1,-3,1,3,3,3,-3,1,-3,3,-3,0,0,6,0,6,4,4,6,0,0,0,6,6,2,0,4,0,4,0,0,YES,You can look into other options and try it out. Trying new things can open yourself up to a new world. ,,-3,-3,-3,-3,-3,1,-3,-3,2,0,0,6,1,5,0,1,5,0,3,4,6,4,0,0,5,0,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,,Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,5,3,1,2,4,2,1,5,5,5,1,5,4,4,7,5,4,6,6,6,5,2,6,3,6,6,7,2,4,1,2,6,5,4,7,7,6,7,7,2,6,2,1,1,6,6,7,7,7,5,7,5,1,1,7,1,32,A woman,,English,North America,North America,No,Homemaker,Some college or university...       In which field?,3,Criminal Justice,,,,,,,,,,4,1,0,0,0,0,I have received my code.
2021-02-01 16:56:31,2021-02-01 17:08:01,YES,YES,,,,,,,,,65,5,5,5,5,5,5,5,YES,"Someone has a good taste in something when they're perceived to like something similar to myself. We see 'good taste' in a certain subject as something that we also enjoy. For example, I would say someone has a good taste in food if I perceive that they like similar foods to me. Having a good taste is subjective and aligns closely with my values.",Someone has a bad taste in something when they enjoy something I do not; for example I would say someone might have a 'bad taste' in movies if they watch a lot of rom-coms. Someone else could also say that they have a good taste in movies; it is very subjective.,,"I would say my close friends/roommates have a good taste in much of my daily activities (entertainment, eating), since we have a lot of similarities in that regard. Our interests align, so I would define them as having a good taste. ","I have met a lot of people traveling through the country that I perceive as having a bad taste in certain aspects (political beliefs, entertainment) due to conversations I've had with them. The conversations are respectful, but we don't get along well.",,,,,,,,,,,,,,,,,,,,2,-2,1,2,3,2,2,1,2,-2,3,3,1,1,-1,3,3,2,-3,5,0,5,0,6,2,4,0,4,3,5,6,5,0,3,5,5,4,0,0,YES,"People can improve their taste by surrounding themselves with new cultures & experiences (whether through the internet or through physical travel). The more a person experiences the world, the better their taste becomes.",,1,1,0,2,-2,-1,0,0,2,6,0,2,0,5,1,1,0,4,3,3,4,0,0,6,2,5,2,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,,Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,4,4,2,2,1,2,3,4,4,4,1,5,4,5,6,5,4,5,5,4,5,4,5,5,6,5,3,5,6,7,5,2,6,3,2,2,5,2,6,5,4,3,6,3,4,4,3,6,6,5,5,6,2,6,6,5,23,A man,,English,USA,USA,No,Project Management,College or university degree. In which field?,4,,Journalism,,,,,,,,,3,1,0,0,1,1,I have received my code.
2021-02-01 16:53:23,2021-02-01 17:08:15,YES,YES,0,100,0,0,0,0,0,0,,,,,,,,,YES,"To me, it's someone with similar tastes to my own. If someone likes the same food as me, art, etc. It means they like more basic clothing, like more neutral colors, and foods that aren't too ""strange"". Someone who likes tattoos, but not everywhere on themselves and only covering certain subjects. ",Someone who likes things I don't. Examples would be neon colors and junk food. Someone who would get a tattoo pretty much anywhere and of anything. ,,I think one of my friends has good taste. She has similar interests as me and we agree on most topics. ,I can't think of  anyone I personally know who has poor taste. ,,,,,,,,,,,,,,,,,,,,0,-3,3,0,3,2,2,0,2,-3,2,2,1,0,-3,0,0,0,-3,0,0,5,0,5,4,4,0,4,0,5,5,4,2,0,3,0,0,0,0,YES,"They can learn more about certain subjects and gain an understanding of them. For example, maybe someone hasn't been exposed to certain types of music, but someone can share new music with them and help them get a better taste. ",,1,0,0,2,0,0,0,-3,2,0,0,4,1,5,2,4,0,4,0,3,5,2,2,2,4,3,2,0,Yes,,,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,,3,3,2,4,1,3,2,3,3,5,1,5,3,4,4,5,2,3,4,2,2,4,4,4,4,4,3,4,5,5,3,5,4,5,6,5,6,4,5,6,6,5,5,5,5,6,6,7,7,5,5,5,3,5,4,5,35,A woman,,English,United States of America,United States of America,No,Quality Assurance Auditor,College or university degree. In which field?,4,,Environmental Science,,,,,,,,,2,1,1,0,1,1,I have received my code.
2021-02-01 16:27:08,2021-02-01 17:08:16,YES,YES,,,,,,,,,50,0,0,0,25,25,0,0,YES,"Whether we speak of choices in home decor, clothing, entertainments, and so on, good taste to me means judgment that is thought through and individual, not a response to what is merely popular with the majority, or faddish in the moment.  It does not seek to bring attention to itself in a self-promoting way; it is quieter and more humble, more restrained, not ego-driven.","Bad taste is what we think of as too attention-getting -- for example, loud, garish colors, or following shallow, popular fads, or acting in foolish, unconsidered ways, not having properly thought through how your actions will affect those around you, such as in rash actions or vulgar displays of emotion.",,"I have a neighbor who puts together her household in a beautiful way, not expensively, but with care as to how the furnishings and colors blend with each other.  She puts a lot of thought into the harmony of it.  She is also a caring person, who is kind and considerate with others, seems to know the right thing to say to bring them out and make their day brighter","Well, that's easy, because there is another neighbor in this complex who knows little restraint and has lashed out with intemperate language,posting an abusive letter without her signature, blaming others for problems before finding out what the facts were. People like this do not take the time to take into consideration various factors -- but feel that everything is always only about them. ",1,-3,2,0,1,2,2,2,2,-3,1,0,2,2,-3,2,-1,2,-2,,,,,,,,,,,,,,,,,,,,3,0,5,1,5,6,6,5,6,2,5,4,5,5,0,4,1,4,0,0,YES,"By education.  It is difficult for someone to judge a book, a painting, a room, without exposure and experience and education.  The more you see/read/hear/experience the better you understand how elements work together for beauty and harmony.  This is not to say there is only one kind of beauty, as it really is often in the eye of the beholder, but with education and experience you do learn to understand why YOU consider something beautiful.",,2,0,2,-2,1,1,0,-3,2,3,0,5,0,5,5,6,4,6,0,5,1,5,4,1,3,0,3,0,Yes,,Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),5,5,1,3,4,4,5,4,3,5,1,5,6,4,7,6,6,6,6,5,6,4,6,6,6,6,6,6,5,5,5,7,6,5,7,5,5,6,7,4,6,5,6,4,7,7,6,7,7,6,6,7,1,6,7,1,80,A woman,,English,United States,US,No,retired,"Graduate degree, Masters. In which field?",5,,,English and American Literature,,,,,,,,1,1,1,0,0,1,I have received my code.
2021-02-01 16:38:17,2021-02-01 17:08:16,YES,YES,25,10,20,15,5,15,5,5,,,,,,,,,YES,What I mean by that is they have a taste similar to mine or one I can appreciate. People who enjoy the same type of books or movies or art.  Though I can understand someone may have exceptional taste and I don't agree with it.  Such as enjoying Rothko's art or Wharton's novels.  ,"Bad taste, would be people who like what I don't.  Such as the Trump's garish gold apartment.  Of course this is tasteless. and bad taste is still taste. ",,"This person is one of my besties.  She and I like craft beer, for example.  Bad taste would be Bud.  We love trying new foods.  Bad taste would be a Burger World.  We love unusual art.  We once went to an art show in San Francisco, in the middle of the dump, and everything was created with found materials.  Okay, not sure if I'm doing this right. ","This person is Trump.  He likes to eat Burger World.  He likes garish. He wears an ugly tie...the same one, like everyday. What a fucking idiot.  He prefers ""entertainment news' to the real news.  0 taste. ",3,-3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,1,3,-3,,,,,,,,,,,,,,,,,,,,6,0,5,4,6,2,2,0,5,4,5,5,3,0,0,5,4,3,0,0,YES,"If they are interested, they can start learning.  I used to drink Bud but then friends turned me on to craft beer.  Then I went to tastings and learned more about it.  So really if want to, just open your mind.  But some people can't really change their sense of humor.  That would be harder. ",,1,-3,-3,1,-3,1,0,-3,2,6,0,2,4,6,0,0,0,3,3,4,2,4,0,3,4,1,2,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),"Ones that promote art and culture (e.g. by funding artists, exhibition, concerts, art festivals, restoring works of art)","Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),4,1,1,4,5,4,4,5,4,5,2,5,5,5,6,6,4,7,7,6,6,7,6,5,5,6,5,1,5,1,1,5,6,7,7,4,7,1,5,7,1,7,7,7,4,7,6,1,7,7,6,6,2,7,7,1,49,A woman,,Englis,USA,USA,No,Compliance Administrator (Clerk IV),College or university degree. In which field?,4,,Sociology,,,,,,,,,1,0,1,0,1,1,I have received my code.
2021-02-01 16:53:16,2021-02-01 17:08:26,YES,YES,,,,,,,,,90,2,1,1,2,1,0,3,YES,"Personally, someone who has good taste means that the taste they have aligns with my knowledge of what a good taste is. To put simply, what I judge to be good taste is good taste to me.","Someone who has bad taste in my opinion would mean that my opinions of those tastes are bad. To put simply, the tastes that I dislike would make me think a person who likes them has bad taste.",,"I think majority of my close friends have good taste, but especially my best friend. This is because we like the same things, therefore her taste is very similar to my taste.","My mother has poor taste. We don't like the same things, therefore my opinion of her likes and tastes are poor.",,,,,,,,,,,,,,,,,,,,3,0,3,3,3,3,2,1,3,1,3,3,3,2,0,3,3,2,0,4,0,5,5,6,5,4,4,5,2,6,6,5,4,2,6,6,4,1,0,YES,People can improve their tastes by being exposed to a more variety of different tastes. These tastes should also be varying in tier and challenging to learn in some way to allow a broad perspective.,,1,1,0,2,0,0,0,0,2,2,0,4,4,6,2,2,1,5,1,6,6,4,1,1,6,6,3,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),Ones that promote science and knowledge (e.g. by funding research or promoting popular science events),,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),5,5,1,5,5,5,5,5,5,5,1,5,5,5,4,5,4,5,4,4,4,5,5,4,4,5,5,4,6,6,6,6,6,7,6,6,7,6,6,7,7,6,6,6,5,5,4,5,6,7,6,6,3,6,6,4,21,A woman,,"English, Tagalog",United States,Bahrain,Yes,,Some college or university...       In which field?,3,Healthcare,,,,College or university degree. In which field?,4,,Information Technology,,,3,1,1,0,1,2,I have received my code.
